Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N)
0.3100000023841858,0.024053262546658516,-9.867111206054688,0.14693450927734375,-2.0518300533294678
0.3149999976158142,0.023053117096424103,-9.871940612792969,0.15420173108577728,-2.0518300533294678
0.3199999928474426,0.02339681051671505,-9.87706184387207,0.16576959192752838,-2.0518300533294678
0.32499998807907104,0.023493170738220215,-9.880255699157715,0.17551136016845703,-2.0518300533294678
0.33000001311302185,0.02436424419283867,-9.883401870727539,0.18327213823795319,-2.0518300533294678
0.33500000834465027,0.026299111545085907,-9.887529373168945,0.19377733767032623,-2.0518300533294678
0.3400000035762787,0.02929777279496193,-9.891419410705566,0.2067081183195114,-2.0518300533294678
0.3449999988079071,0.03206716850399971,-9.89389419555664,0.2165944129228592,-2.0518300533294678
0.3499999940395355,0.037311263382434845,-9.891701698303223,0.2278091460466385,-2.0518300533294678
0.35499998927116394,0.03975461795926094,-9.888022422790527,0.2318396270275116,-2.0518300533294678
0.36000001430511475,0.04306083917617798,-9.88466739654541,0.2407967448234558,-2.0518300533294678
0.36500000953674316,0.0472196564078331,-9.881421089172363,0.24848933517932892,-2.0516927242279053
0.3700000047683716,0.053180843591690063,-9.877745628356934,0.25627008080482483,-2.049990177154541
0.375,0.05915968865156174,-9.8748140335083,0.26300475001335144,-2.049990177154541
0.3799999952316284,0.06502711772918701,-9.870402336120605,0.2635188400745392,-2.049990177154541
0.38499999046325684,0.07047557085752487,-9.861284255981445,0.26329001784324646,-2.049990177154541
0.38999998569488525,0.07789693772792816,-9.854393005371094,0.2637074589729309,-2.049990177154541
0.39500001072883606,0.08381815254688263,-9.847175598144531,0.2613292336463928,-2.049990177154541
0.4000000059604645,0.09122446924448013,-9.841703414916992,0.2597867548465729,-2.049990177154541
0.4050000011920929,0.09716074168682098,-9.835997581481934,0.25252610445022583,-2.049990177154541
0.4099999964237213,0.10002608597278595,-9.8287935256958,0.2434587925672531,-2.0501444339752197
0.41499999165534973,0.10133980959653854,-9.82080364227295,0.23070228099822998,-2.0518300533294678
0.41999998688697815,0.10240662097930908,-9.811444282531738,0.21765145659446716,-2.0518300533294678
0.42500001192092896,0.10265956819057465,-9.803357124328613,0.21136103570461273,-2.0518300533294678
0.4300000071525574,0.10265956819057465,-9.797428131103516,0.19858068227767944,-2.0518300533294678
0.4350000023841858,0.10265956819057465,-9.791197776794434,0.18230514228343964,-2.0518300533294678
0.4399999976158142,0.10104991495609283,-9.787562370300293,0.16979455947875977,-2.0518300533294678
0.4449999928474426,0.09851539134979248,-9.779977798461914,0.15939556062221527,-2.0516626834869385
0.44999998807907104,0.09544897824525833,-9.773614883422852,0.14646588265895844,-2.049990177154541
0.45500001311302185,0.09463594108819962,-9.770222663879395,0.13379187881946564,-2.049990177154541
0.46000000834465027,0.09305038303136826,-9.76832103729248,0.12628073990345,-2.049990177154541
0.4650000035762787,0.09052189439535141,-9.765896797180176,0.11883421242237091,-2.049990177154541
0.4699999988079071,0.08864163607358932,-9.76638412475586,0.1135871410369873,-2.049990177154541
0.4749999940395355,0.08429831266403198,-9.767610549926758,0.10932017862796783,-2.049990177154541
0.47999998927116394,0.077793188393116,-9.767109870910645,0.10895666480064392,-2.049990177154541
0.48500001430511475,0.07163667678833008,-9.769576072692871,0.10730153322219849,-2.049990177154541
0.49000000953674316,0.06654395908117294,-9.774541854858398,0.10502200573682785,-2.0501744747161865
0.4950000047683716,0.06097163259983063,-9.781909942626953,0.10674680769443512,-2.0518300533294678
0.5,0.0566415935754776,-9.788466453552246,0.11148432642221451,-2.0516419410705566
0.5049999952316284,0.05252493545413017,-9.794417381286621,0.11605239659547806,-2.049800157546997
0.5099999904632568,0.049401719123125076,-9.801528930664062,0.12146329879760742,-2.0479581356048584
0.5149999856948853,0.04597505182027817,-9.806021690368652,0.12808997929096222,-2.046116352081299
0.5199999809265137,0.04413284733891487,-9.810419082641602,0.13805019855499268,-2.0442745685577393
0.5249999761581421,0.043819673359394073,-9.81987476348877,0.14812058210372925,-2.042630195617676
0.5299999713897705,0.044194985181093216,-9.825526237487793,0.16034826636314392,-2.042430877685547
0.5350000262260437,0.04323316365480423,-9.831047058105469,0.17143982648849487,-2.0405890941619873
0.5400000214576721,0.04312215745449066,-9.836029052734375,0.18380753695964813,-2.0389506816864014
